Player,Break Point Save %,num_matches
Pete Sampras,0.7732881386290477,56
Patrick Rafter,0.7208409280777702,53
Tim Henman,0.7131056538590784,83
Wayne Arthurs,0.7027619047619048,33
Andre Agassi,0.6924510889627169,55
Thomas Enqvist,0.6893747083508597,75
Alex Corretja,0.6861471861471862,74
Greg Rusedski,0.6851482255008013,40
Mariano Puerta,0.6776009575220101,61
Richard Krajicek,0.6775329048056321,42
Lleyton Hewitt,0.672159278111659,80
Carlos Moya,0.6716713841713842,53
Andreas Vinciguerra,0.6713680803582764,50
Max Mirnyi,0.6684835051312324,59
Sebastien Grosjean,0.6655979360146027,71
Jan Michael Gambill,0.6648882441435633,61
Gustavo Kuerten,0.6640564461366169,86
Younes El Aynaoui,0.6635887229063415,64
Cedric Pioline,0.6626802236045933,52
Alex Calatrava,0.6603751803751804,30
Marat Safin,0.6601468531422091,100
Roger Federer,0.6586827809974963,66
Magnus Norman,0.6586690421450695,94
Magnus Gustafsson,0.6544783526809671,31
Marc Rosset,0.652246847355543,56
Hicham Arazi,0.650683629777197,59
Jerome Golmard,0.6496626794922249,56
Ivan Ljubicic,0.6476554224476662,45
Nicolas Lapentti,0.647638136122299,73
Martin Damm Sr,0.6464204377997482,31
David Prinosil,0.6463179364495154,42
Thomas Johansson,0.6459524252748831,48
Marcelo Rios,0.6433380671615966,53
Mark Philippoussis,0.6404081212904742,66
Andrei Medvedev,0.639292120322822,40
Goran Ivanisevic,0.6374703630645906,36
Albert Costa,0.6370092166287818,58
Tommy Haas,0.6306547619047619,58
Wayne Ferreira,0.6299312718903362,65
Yevgeny Kafelnikov,0.6243578029045157,102
Sjeng Schalken,0.6229408955824051,65
Rainer Schuettler,0.6223841436341436,52
Sergi Bruguera,0.6221599828742687,32
Michael Chang,0.6218776571836344,68
Andrew Ilie,0.6215004941231018,48
Byron Black,0.6200592688964782,55
Mariano Zabaleta,0.6193110790353438,48
Dominik Hrbaty,0.6186576210385734,73
Juan Ignacio Chela,0.6177018418089847,32
Nicolas Kiefer,0.6169117024280067,46
Nicolas Escude,0.6140877032324401,51
Jonas Bjorkman,0.6137782881837951,55
Jason Stoltenberg,0.6123917748917749,35
Francisco Clavet,0.6085335481511952,59
Richard Fromberg,0.6074985245391978,39
Slava Dosedel,0.6062753388596801,41
Markus Hantschk,0.6049407149618979,40
Karol Kucera,0.6040858775727196,52
Juan Carlos Ferrero,0.6038273752627973,72
Gianluca Pozzi,0.6033872787381559,50
Fabrice Santoro,0.6003690501417774,61
Karim Alami,0.6003384858036022,53
Franco Squillari,0.6002197884292827,58
George Bastl,0.5979897087039945,40
Justin Gimelstob,0.5961157889729318,30
Nicolas Massu,0.5947744494068024,52
Galo Blanco,0.5936243320171891,32
Jeff Tarango,0.5928793202570376,36
Sargis Sargsian,0.5871943074884252,41
Andre Sa,0.5865328873498808,30
Christophe Rochus,0.5863511824584489,38
Mikael Tillstrom,0.5838906269169427,41
Bohdan Ulihrach,0.5827643276862027,33
Davide Sanguinetti,0.5820397389725122,41
Albert Portas,0.5814485915823819,45
Gaston Gaudio,0.5811623417265673,52
Felix Mantilla,0.5795669298022239,32
Andrei Pavel,0.5793280225965984,64
Paul Goldstein,0.5764882134712962,43
Vincent Spadea,0.5750466889101519,31
Jiri Novak,0.5728616291116291,54
Arnaud Clement,0.5719611241932671,63
Harel Levy,0.5688510893868036,34
Chris Woodruff,0.5680527234203705,43
Fernando Meligeni,0.5665791234908882,40
Juan Antonio Marin,0.557874756567567,32
Alberto Martin,0.555646937042286,50
Fernando Vicente,0.5523111988192231,56
Hernan Gumy,0.5511709667389181,31
Stefan Koubek,0.5510315230590574,57
Arnaud Di Pasquale,0.5370055574677424,42
