Winner,Clay
Suarez Navarro C.,20
Petkovic A.,19
Sharapova M.,19
Errani S.,19
Bouchard E.,17
Halep S.,17
Jankovic J.,16
Garcia C.,13
Ivanovic A.,13
Soler Espinosa S.,12
Kuznetsova S.,12
Radwanska A.,12
Scheepers C.,11
Giorgi C.,10
Vinci R.,10
Mchale C.,10
Williams S.,9
Barthel M.,9
Arruabarrena L.,9
Safarova L.,9
Muguruza G.,9
Cepelova J.,8
Stosur S.,8
Torro Flor M.T.,8
Hercog P.,8
Hantuchova D.,8
Tomljanovic A.,8
Zhang S.,7
Cibulkova D.,7
Svitolina E.,7
Cornet A.,7
Vesnina E.,7
Begu I.,7
Ormaechea P.,7
Pliskova Ka.,7
Nara K.,7
Peng S.,6
Stephens S.,6
Pereira T.,6
Kvitova P.,6
Kanepi K.,6
Goerges J.,6
Cetkovska P.,6
Bertens K.,6
Dominguez Lino L.,6
Zakopalova K.,6
Oprandi R.,6
Meusburger Y.,6
Puig M.,6
Keys M.,5
King V.,5
Pfizenmaier D.,5
Kerber A.,5
Li N.,5
Shvedova Y.,5
Bencic B.,5
Min G.,5
Rybarikova M.,4
Kucova K.,4
Peer S.,4
Pavlyuchenkova A.,4
Niculescu M.,4
Rogers S.,4
Lisicki S.,4
Williams V.,4
Voegele S.,4
Schiavone F.,4
Lepchenko V.,4
Erakovic M.,4
Pennetta F.,4
Knapp K.,4
Makarova E.,3
Riske A.,3
Panova A.,3
Parmentier P.,3
Jovanovski B.,3
Kovinic D.,3
Piter K.,3
Wickmayer Y.,3
Van Uytvanck A.,3
Burnett N.,3
Dellacqua C.,3
Beck A.,3
Bacsinszky T.,3
Schmiedlova A.,2
Mladenovic K.,2
Duque Marino M.,2
Larsson J.,2
Lucic M.,2
Feuerstein C.,2
Diyas Z.,2
Friedsam A.L.,2
Mayr P.,2
Davis L.,2
Garcia Vidagany B.,2
Townsend T.,2
Putintseva Y.,2
Kleybanova A.,2
Pironkova T.,2
Cirstea S.,2
Glushko J.,2
Cepede Royg V.,1
Razzano V.,1
Lizarazo Y.,1
Buyukakcay C.,1
Cabeza-Candela E.,1
Cadantu A.,1
Dabrowski G.,1
Bogdan A.,1
Zahlavova Strycova B.,1
Date Krumm K.,1
Paszek T.,1
Moser L.M.,1
Rodionova An.,1
Wozniak A.,1
Dinu C.,1
Jabeur O.,1
Kostova E.,1
Watson H.,1
Irigoyen M.,1
Vandeweghe C.,1
Hogenkamp R.,1
Khromacheva I.,1
Kirilenko M.,1
Zheng J.,1
Kontaveit A.,1
Wozniacki C.,1
Zanevska M.,1
Siegemund L.,1
Krunic A.,1
Kudryavtseva A.,1
Flipkens K.,1
Fichman S.,1
Shapatava S.,1
Falconi I.,1
Duval V.,1
Zhang K.L.,0
Zhao C.,0
Zheng S.,0
Pliskova Kr.,0
Zhu L.,0
Zhang L.,0
Sasnovich A.,0
Radwanska U.,0
Rogowska O.,0
Xu Y.F.,0
Sanders S.,0
Savchuk O.,0
Siniakova K.,0
Smitkova T.,0
Soler Espinosa S..,0
Wang Y.,0
Wang Q.,0
Voskoboeva G.,0
Vickery S.,0
Vekic D.,0
Tsurenko L.,0
Abduraimova N.,0
Larcherde Brito M.,0
Petrova N.,0
Dulgheru A.,0
Hsieh S.W.,0
Hradecka L.,0
Hozumi E.,0
Hlavackova A.,0
Han N.L.,0
Hampton J.,0
Govortsova O.,0
Golubic V.,0
Gibbs N.,0
Gavrilova D.,0
Gatto-Monticone G.,0
Gajdosova J.,0
Eguchi M.,0
Duan Y.Y.,0
Peterson R.,0
Dolonc V.,0
Doi M.,0
Diatchenko V.,0
Chan Y.J.,0
Broady N.,0
Brengle M.,0
Boserup J.,0
Bellis C.,0
Barty A.,0
Babos T.,0
Azarenka V.,0
Aoyama S.,0
Amanmuradova A.,0
Ishizu S.,0
Jaksic J.,0
Karatantcheva S.,0
Kichenok L.,0
Pervak K.,0
Oudin M.,0
Ostapenko J.,0
Osaka N.,0
Muhammad A.,0
Morita A.,0
Minella M.,0
Mattek-Sands B.,0
Martic P.,0
Malek T.,0
Majeric T.,0
Liu F.,0
Linette M.,0
Lim A.,0
Lertpitaksinchai N.,0
Allertova D.,0
Kuwata H.,0
Kumkhum L.,0
Kulichkova E.,0
Krejcikova B.,0
Krajicek M.,0
Kozlova K.,0
Koukalova K.,0
Konta J.,0
Konjuh A.,0
Kiick A.,0
Kichenok N.,0
Zvonareva V.,0
