Player,Ace Rate,num_matches
Ivo Karlovic,0.21739514800444013,40
Wayne Arthurs,0.18842543132726378,37
Andy Roddick,0.17896571368193656,74
Joachim Johansson,0.16702935712467298,34
Ivan Ljubicic,0.16529947816234958,81
Mario Ancic,0.15580358870497243,71
Max Mirnyi,0.15131760985355908,60
Gilles Muller,0.12093668400297536,44
Greg Rusedski,0.12026029529443007,51
Lleyton Hewitt,0.11724518321376792,48
Thomas Johansson,0.11506018151669002,73
Robin Soderling,0.11264487358364512,34
Gael Monfils,0.10716969517307755,47
Dmitry Tursunov,0.10701696351391121,33
Taylor Dent,0.10505654726333671,54
Jose Acasuso,0.10366387518377289,53
Marat Safin,0.10277428676752443,38
Agustin Calleri,0.10218526292296203,43
Feliciano Lopez,0.10149503402222128,59
Xavier Malisse,0.09999519890020712,42
Robby Ginepri,0.09835408181031066,60
Roger Federer,0.09766876974273288,85
Tomas Berdych,0.0970879095813423,63
Cyril Saulnier,0.09657202386902933,42
Radek Stepanek,0.09642301718896482,71
Tommy Haas,0.09591830373220911,57
Nicolas Kiefer,0.09582546742841966,58
Luis Horna,0.09264257725607884,41
Fernando Gonzalez,0.0916157833632446,73
James Blake,0.08989573458859725,56
Andrei Pavel,0.08904320059485166,48
Paradorn Srichaphan,0.08546145222202114,66
Fernando Verdasco,0.08459824640380448,63
Stan Wawrinka,0.08441941678738847,32
Andre Agassi,0.08372874915748363,51
Sebastien Grosjean,0.07922450166233619,53
Kevin Kim,0.07915088407018382,44
Kenneth Carlsen,0.0780515305304712,42
Victor Hanescu,0.07635675794306225,51
Karol Beck,0.07522509182149865,47
Michael Llodra,0.07446343341692153,32
Nicolas Almagro,0.07279259253074263,35
Philipp Kohlschreiber,0.07145935991672832,37
Carlos Moya,0.07120448113067271,52
Mariano Zabaleta,0.06988952704223703,36
Dominik Hrbaty,0.06886603407377509,69
Jonas Bjorkman,0.06854833795796861,41
Arnaud Clement,0.06782017347269549,39
Davide Sanguinetti,0.06771515993186031,50
Richard Gasquet,0.06669537244690696,42
Paul Henri Mathieu,0.06552621343690773,57
Mariano Puerta,0.06535680071404198,63
Jiri Novak,0.06269120959148208,49
Igor Andreev,0.06252090708564938,68
Nicolas Massu,0.06011422785809564,41
Andreas Seppi,0.05887332049351509,36
Mikhail Youzhny,0.058395574274001466,46
Jurgen Melzer,0.05802708431183866,52
Tim Henman,0.0574485033402644,41
Tomas Zib,0.05679618061966996,48
Nikolay Davydenko,0.05538871378154937,86
Juan Ignacio Chela,0.053321239391125284,54
Guillermo Canas,0.05327312848066147,35
Ricardo Mello,0.052758574426962,39
Guillermo Coria,0.05259026702451547,82
Tommy Robredo,0.051646509333313134,69
Rainer Schuettler,0.05125356026810923,42
Florian Mayer,0.05113695371933569,46
Hyung Taik Lee,0.05105085917378304,31
Vincent Spadea,0.04805617339745812,48
Rafael Nadal,0.04752408072546669,89
Fabrice Santoro,0.046922985697764236,37
Juan Carlos Ferrero,0.04645190214330321,73
David Nalbandian,0.0454963599706265,63
Gaston Gaudio,0.04496758008686388,77
Albert Costa,0.044799162716830446,30
Guillermo Garcia Lopez,0.04231801493843545,45
Potito Starace,0.040685599493374414,37
Alberto Martin,0.03895605228533073,54
David Ferrer,0.03887960593902506,72
Jan Hernych,0.03849928316218937,41
Christophe Rochus,0.03691900555308456,46
Juan Monaco,0.03680521051908824,43
Jarkko Nieminen,0.03319482794554165,55
Olivier Rochus,0.030727220412021843,64
Filippo Volandri,0.026477551082750135,56
